priority,kind,deck,id,fr,en,current,why,filename,prompt
0,DROPPED,commerces,commerces-25,Voici votre monnaie.,Here's your change.,🪙,do not generate — this item no longer plays in SpecuLearn (5 Sep): commerces plays its shop nouns only,commerces-25.png,"a shopkeeper placing coins into a customer's open palm. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
0,DROPPED,commerces,commerces-27,euros,euros,💶,do not generate — this item no longer plays in SpecuLearn (5 Sep): commerces plays its shop nouns only,commerces-27.png,"a small fan of euro banknotes, clearly euros. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
0,DROPPED,commerces,commerces-28,monnaie,change (money),🪙,do not generate — this item no longer plays in SpecuLearn (5 Sep): commerces plays its shop nouns only,commerces-28.png,"a loose handful of euro coins, small change. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
0,DROPPED,commerces,commerces-15,Je voudrais deux kilos de pommes.,I'd like two kilos of apples.,🍎,do not generate — this item no longer plays in SpecuLearn (5 Sep): commerces plays its shop nouns only,commerces-15.png,"a shopper handing over a paper bag of apples on a market scale reading 2 kg. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
0,DROPPED,commerces,commerces-17,"C'est tout, merci !","That's all, thank you!",✅,do not generate — this item no longer plays in SpecuLearn (5 Sep): commerces plays its shop nouns only,commerces-17.png,"a customer closing their wallet with a small polite nod, basket done. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
0,DROPPED,commerces,commerces-18,Vous avez des fraises ?,Do you have any strawberries?,🍓,do not generate — this item no longer plays in SpecuLearn (5 Sep): commerces plays its shop nouns only,commerces-18.png,"a customer pointing at a punnet of strawberries on a market stall. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
0,DROPPED,commerces,commerces-19,Voilà dix euros.,Here's ten euros.,💸,do not generate — this item no longer plays in SpecuLearn (5 Sep): commerces plays its shop nouns only,commerces-19.png,"a hand offering a ten-euro note across a shop counter. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
0,DROPPED,commerces,commerces-20,Je vais prendre un melon.,I'll take a melon.,🍈,do not generate — this item no longer plays in SpecuLearn (5 Sep): commerces plays its shop nouns only,commerces-20.png,"a customer picking up one melon from a fruit display. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
0,DROPPED,commerces,commerces-21,"Bonjour, vous désirez ?","Hello, what would you like?",🧑‍🌾,do not generate — this item no longer plays in SpecuLearn (5 Sep): commerces plays its shop nouns only,commerces-21.png,"a greengrocer behind a stall greeting a customer, welcoming gesture. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
0,DROPPED,commerces,commerces-22,Et avec ceci ?,Anything else?,➕,do not generate — this item no longer plays in SpecuLearn (5 Sep): commerces plays its shop nouns only,commerces-22.png,"a shopkeeper gesturing 'anything else?' over a half-full counter. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
0,DROPPED,commerces,commerces-23,"Ça fait 5,89 euros.",That comes to 5.89 euros.,🧾,do not generate — this item no longer plays in SpecuLearn (5 Sep): commerces plays its shop nouns only,commerces-23.png,"a printed till receipt showing a total of 5,89 EUR. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
0,DROPPED,commerces,commerces-24,C'est trois euros le kilo.,It's three euros a kilo.,⚖️,do not generate — this item no longer plays in SpecuLearn (5 Sep): commerces plays its shop nouns only,commerces-24.png,"a price card on a market stall reading '3 EUR / kg' beside produce. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
0,DROPPED,commerces,commerces-26,Je vous en mets combien ?,How much shall I give you?,🤲,do not generate — this item no longer plays in SpecuLearn (5 Sep): commerces plays its shop nouns only,commerces-26.png,"a greengrocer holding a scoop over a crate, asking how much. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
3,SENTENCE,consignes,consignes-01,Écoutez !,Listen!,👂,a full sentence; one emoji cannot carry a clause,consignes-01.png,"a person cupping one hand behind their ear, listening intently. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
3,SENTENCE,consignes,consignes-02,Regardez !,Look!,👀,a full sentence; one emoji cannot carry a clause,consignes-02.png,"a pair of eyes looking attentively at an open book on a desk. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
3,SENTENCE,consignes,consignes-03,Répétez !,Repeat!,🔁,a full sentence; one emoji cannot carry a clause,consignes-03.png,"a person speaking with a circular repeat arrow orbiting their head. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
3,SENTENCE,consignes,consignes-04,Lisez !,Read!,📖,a full sentence; one emoji cannot carry a clause,consignes-04.png,"hands holding an open book, eyes reading down the page. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
3,SENTENCE,consignes,consignes-05,Écrivez !,Write!,✍️,a full sentence; one emoji cannot carry a clause,consignes-05.png,"a hand writing with a pen on a lined notebook page. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
3,SENTENCE,consignes,consignes-06,Parlez !,Speak!,🗣️,a full sentence; one emoji cannot carry a clause,consignes-06.png,"a person mid-speech, mouth open, small speech bubble beside them. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
3,SENTENCE,consignes,consignes-08,Comptez !,Count!,🔢,a full sentence; one emoji cannot carry a clause,consignes-08.png,"a hand counting on raised fingers, numerals 1 2 3 floating beside. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
3,SENTENCE,consignes,consignes-09,Associez !,Match!,🔗,a full sentence; one emoji cannot carry a clause,consignes-09.png,"two cards on a desk joined by a drawn line, a matching pair. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
3,SENTENCE,consignes,consignes-10,On fait quoi ?,What are we doing?,❓,a full sentence; one emoji cannot carry a clause,consignes-10.png,"a student with a puzzled expression, a large question mark above. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,colors,colors-01,le rouge,red,🔴,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",colors-01.png,"rouge. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,colors,colors-02,l'orange,orange,🟠,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",colors-02.png,"orange. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,colors,colors-03,le jaune,yellow,🟡,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",colors-03.png,"jaune. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,colors,colors-04,le vert,green,🟢,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",colors-04.png,"vert. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,colors,colors-05,le bleu,blue,🔵,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",colors-05.png,"bleu. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,colors,colors-06,le violet,purple,🟣,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",colors-06.png,"violet. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,colors,colors-07,le marron,brown,🟤,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",colors-07.png,"marron. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,colors,colors-08,le blanc,white,⚪,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",colors-08.png,"blanc. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,colors,colors-09,le noir,black,⚫,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",colors-09.png,"noir. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,colors,colors-10,le gris,grey,🩶,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",colors-10.png,"gris. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,colors,colors-11,le rose,pink,🩷,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",colors-11.png,"rose. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,commerces,commerces-05,boulangerie,bakery,🥖,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",commerces-05.png,"boulangerie. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,commerces,commerces-06,pâtisserie,pastry shop,🧁,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",commerces-06.png,"pâtisserie. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,commerces,commerces-07,boucherie,butcher's,🥩,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",commerces-07.png,"boucherie. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,commerces,commerces-09,poissonnerie,fishmonger's,🐟,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",commerces-09.png,"poissonnerie. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,commerces,commerces-10,librairie,bookshop,📚,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",commerces-10.png,"librairie. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,commerces,commerces-33,prix,price,🏷️,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",commerces-33.png,"a price tag hanging from a product, number visible but unreadable. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-01-france,France,France,🇫🇷,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-01-france.png,"France. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-02-portugal,Portugal,Portugal,🇵🇹,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-02-portugal.png,"Portugal. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-03-chine,Chine,China,🇨🇳,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-03-chine.png,"Chine. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-04-indonesie,Indonésie,Indonesia,🇮🇩,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-04-indonesie.png,"Indonésie. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-05-coree,Corée,Korea,🇰🇷,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-05-coree.png,"Corée. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-06-etats-unis,États-Unis,United States,🇺🇸,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-06-etats-unis.png,"États-Unis. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-07-mexique,Mexique,Mexico,🇲🇽,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-07-mexique.png,"Mexique. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-08-cuba,Cuba,Cuba,🇨🇺,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-08-cuba.png,"Cuba. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-09-philippines,Philippines,Philippines,🇵🇭,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-09-philippines.png,"Philippines. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-10-argentine,Argentine,Argentina,🇦🇷,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-10-argentine.png,"Argentine. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-11-russie,Russie,Russia,🇷🇺,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-11-russie.png,"Russie. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-12-suisse,Suisse,Switzerland,🇨🇭,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-12-suisse.png,"Suisse. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-13-belgique,Belgique,Belgium,🇧🇪,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-13-belgique.png,"Belgique. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-14-grece,Grèce,Greece,🇬🇷,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-14-grece.png,"Grèce. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-15-turquie,Turquie,Turkey,🇹🇷,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-15-turquie.png,"Turquie. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-16-allemagne,Allemagne,Germany,🇩🇪,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-16-allemagne.png,"Allemagne. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-17-cambodge,Cambodge,Cambodia,🇰🇭,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-17-cambodge.png,"Cambodge. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-18-singapour,Singapour,Singapore,🇸🇬,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-18-singapour.png,"Singapour. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-19-malaisie,Malaisie,Malaysia,🇲🇾,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-19-malaisie.png,"Malaisie. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-20-thailande,Thaïlande,Thailand,🇹🇭,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-20-thailande.png,"Thaïlande. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-21-angleterre,Angleterre,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-21-angleterre.png,"Angleterre. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-22-grande-bretagne,Grande-Bretagne,Great Britain,🇬🇧,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-22-grande-bretagne.png,"Grande-Bretagne. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-23-tunisie,Tunisie,Tunisia,🇹🇳,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-23-tunisie.png,"Tunisie. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-24-maroc,Maroc,Morocco,🇲🇦,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-24-maroc.png,"Maroc. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,countries-letris,countries-letris-25-algerie,Algérie,Algeria,🇩🇿,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",countries-letris-25-algerie.png,"Algérie. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,lieux-letris,lieux-letris-01-cafe,café,the café,☕,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",lieux-letris-01-cafe.png,"café. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,lieux-letris,lieux-letris-02-restaurant,restaurant,the restaurant,🍽️,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",lieux-letris-02-restaurant.png,"restaurant. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
4,OK-emoji,lieux-letris,lieux-letris-03-cinema,cinéma,the cinema,🎬,"required — photos everywhere (Dan, 5 Sep); the emoji names its word but is still an emoji beside a photograph",lieux-letris-03-cinema.png,"cinéma. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
